customer_id,age,annual_income,loan_amount,credit_score,employment_years,existing_loans,previous_defaults,debt_to_income,dependents,account_age_months,employment_type,home_ownership,loan_purpose,monthly_expenses,default,total_transaction_amount,avg_transaction_amount,transaction_count,unique_merchant_categories,total_debit_amount,avg_debit_amount,debit_transaction_count,total_credit_amount,avg_credit_amount,credit_transaction_count,debit_credit_ratio
CUST_000011,31,180000.0,264127.68,664.0,30,3,0,0.104,1,206,Salaried,Rented,Education,9071.76,0,2201.73,220.173,10,6,1954.04,244.255,8,247.69,123.845,2.0,7.8890548669708105
CUST_000012,44,180000.0,163074.99,700.0,30,3,0,0.202,1,193,Self_Employed,Owned,Personal,7864.12,1,3079.11,307.911,10,6,2553.54,319.1925,8,525.57,262.785,2.0,4.8586106512928815
CUST_000013,56,180000.0,246869.13,744.0,9,2,0,0.165,0,64,Contract,Owned,Medical,10367.97,1,4604.46,460.446,10,5,4221.19,527.64875,8,383.27,191.635,2.0,11.013619641505988
CUST_000014,60,180000.0,117780.92,593.0,22,0,0,0.07,2,115,Business,Owned,Business,5721.47,1,2843.54,284.354,10,5,2610.1099999999997,290.0122222222222,9,233.43,233.43,1.0,11.181553356466605
CUST_000015,44,180000.0,83188.45,756.0,15,0,0,0.353,2,96,Salaried,Rented,Vehicle,4174.56,1,3815.7799999999997,381.578,10,5,3445.23,430.65375,8,370.55,185.275,2.0,9.297611658345701
CUST_000016,23,180000.0,94132.52,673.0,8,4,1,0.273,3,59,Self_Employed,Mortgage,Home,5108.99,1,2112.0099999999998,211.20099999999996,10,6,2112.0099999999998,211.20099999999996,10,0.0,0.0,0.0,0.0
CUST_000017,42,180000.0,132949.55,693.0,18,2,0,0.048,2,218,Self_Employed,Mortgage,Vehicle,6670.07,1,1574.56,157.456,10,6,702.0,140.4,5,872.56,174.512,5.0,0.8045292014302742
CUST_000018,22,180000.0,174760.62,749.0,10,1,0,0.313,1,95,Self_Employed,Owned,Education,8059.67,1,1666.65,166.66500000000002,10,5,1175.7,167.95714285714286,7,490.95,163.65,3.0,2.394744882370914
CUST_000019,44,180000.0,219569.12,850.0,5,0,0,0.48,0,94,Salaried,Rented,Personal,4052.4,0,3264.74,326.474,10,6,3215.19,357.24333333333334,9,49.55,49.55,1.0,64.88779011099899
CUST_000020,64,180000.0,213926.68,738.0,24,2,0,0.534,4,147,Self_Employed,Mortgage,Vehicle,4871.25,1,3663.29,366.329,10,6,2962.35,423.1928571428571,7,700.9399999999999,233.64666666666665,3.0,4.226253316974349
CUST_000021,50,180000.0,163741.53,666.0,24,1,0,0.349,2,143,Self_Employed,Owned,Vehicle,3943.91,1,3094.6,309.46,10,6,2083.56,347.26,6,1011.04,252.76,4.0,2.060808672258269
CUST_000022,58,180000.0,85643.1,713.0,30,0,0,0.29,2,202,Contract,Rented,Education,5685.75,0,1421.78,142.178,10,5,1113.99,139.24875,8,307.78999999999996,153.89499999999998,2.0,3.6193183664186623
CUST_000023,22,180000.0,247532.12,729.0,3,0,0,0.385,4,152,Salaried,Mortgage,Medical,9834.91,0,2517.77,251.777,10,7,1573.62,196.7025,8,944.15,472.075,2.0,1.6667055023036592
CUST_000024,41,180000.0,66117.82,602.0,15,8,0,0.462,4,150,Salaried,Rented,Personal,9468.58,0,1571.99,157.199,10,7,788.0600000000001,157.61200000000002,5,783.93,156.786,5.0,1.0052683275292438
CUST_000025,53,180000.0,80777.05,624.0,11,1,0,0.294,3,139,Business,Rented,Medical,3881.15,1,2128.32,212.83200000000002,10,8,1813.07,226.63375,8,315.25,157.625,2.0,5.751213322759714
CUST_000026,32,180000.0,167228.67,728.0,23,3,1,0.239,1,16,Salaried,Rented,Personal,4584.38,0,1177.75,117.775,10,6,725.74,90.7175,8,452.01,226.005,2.0,1.6055839472578042
CUST_000027,42,180000.0,262464.58,737.0,23,0,0,0.581,2,226,Contract,Rented,Education,4279.1,1,2238.17,223.817,10,4,1327.28,221.21333333333334,6,910.89,227.7225,4.0,1.45712435090955
CUST_000028,64,180000.0,237135.54,726.0,26,2,0,0.231,4,51,Salaried,Mortgage,Medical,8358.83,1,1861.6799999999998,186.16799999999998,10,6,1697.79,188.64333333333332,9,163.89,163.89,1.0,10.359326377448289
CUST_000029,45,180000.0,153245.94,746.0,15,2,0,0.272,0,188,Salaried,Owned,Business,7138.95,1,5098.0599999999995,509.8059999999999,10,6,1706.4099999999999,189.6011111111111,9,3391.65,3391.65,1.0,0.5031208998570017
CUST_000030,47,180000.0,212532.53,674.0,22,1,0,0.266,4,120,Self_Employed,Owned,Medical,7575.66,1,6708.88,670.888,10,7,6488.82,720.98,9,220.06,220.06,1.0,29.4865945651186
CUST_000031,62,180000.0,85881.83,776.0,21,5,0,0.214,4,37,Contract,Rented,Home,10065.26,1,2430.72,243.07199999999997,10,7,2155.54,307.9342857142857,7,275.18,91.72666666666667,3.0,7.833200087215641
CUST_000032,48,180000.0,116182.99,828.0,2,3,0,0.113,1,39,Salaried,Owned,Vehicle,10943.75,0,1853.76,185.376,10,5,1614.88,230.69714285714286,7,238.88,79.62666666666667,3.0,6.760214333556598
CUST_000033,36,180000.0,117244.6,655.0,11,1,1,0.234,2,217,Self_Employed,Rented,Business,7233.8,1,3448.26,344.826,10,6,2475.27,353.61,7,972.99,324.33,3.0,2.543982980297845
CUST_000034,35,180000.0,90678.33,612.0,14,1,0,0.27,4,6,Salaried,Owned,Vehicle,6158.23,0,3825.87,382.587,10,7,3781.57,420.1744444444445,9,44.3,44.3,1.0,85.36275395033861
CUST_000035,64,180000.0,131193.03,695.0,19,1,1,0.143,4,215,Salaried,Rented,Education,6632.67,1,1479.73,147.973,10,6,1349.6100000000001,168.70125000000002,8,130.12,65.06,2.0,10.37204119274516
CUST_000036,23,180000.0,143588.31,761.0,29,1,1,0.322,2,117,Self_Employed,Rented,Medical,8643.03,1,1827.94,182.794,10,6,1416.78,202.39714285714285,7,411.16,137.05333333333334,3.0,3.4458118494016925
CUST_000037,57,180000.0,123330.55,746.0,11,5,0,0.115,1,219,Salaried,Rented,Education,8050.25,1,2755.9700000000003,275.59700000000004,10,5,2182.83,311.8328571428571,7,573.14,191.04666666666665,3.0,3.8085459050144816
CUST_000038,27,180000.0,139518.57,710.0,8,1,0,0.364,2,67,Salaried,Rented,Education,10952.17,0,1735.77,173.577,10,5,1458.13,182.26625,8,277.64,138.82,2.0,5.251872928972771
CUST_000039,41,180000.0,50000.0,538.0,9,1,0,0.402,1,208,Self_Employed,Mortgage,Education,4277.5,1,1346.48,134.648,10,5,1093.42,136.6775,8,253.06,126.53,2.0,4.320793487710425
CUST_000040,29,180000.0,205133.34,651.0,22,3,0,0.399,3,212,Salaried,Mortgage,Business,8634.4,0,1916.29,191.629,10,6,1262.4,180.34285714285716,7,653.89,217.96333333333334,3.0,1.930599948003487
CUST_000041,59,180000.0,127596.86,777.0,26,2,0,0.201,2,124,Salaried,Mortgage,Personal,7792.07,1,1777.13,177.71300000000002,10,7,1231.35,175.90714285714284,7,545.78,181.92666666666665,3.0,2.256128843123603
CUST_000042,38,180000.0,127524.54,578.0,7,4,0,0.27,3,86,Salaried,Mortgage,Personal,8173.8,1,3625.76,362.576,10,7,1247.19,207.865,6,2378.57,594.6425,4.0,0.5243444590657411
CUST_000043,24,180000.0,70758.53,701.0,12,4,0,0.066,1,156,Salaried,Rented,Personal,7869.61,0,2574.6,257.46,10,6,1328.08,221.34666666666666,6,1246.52,311.63,4.0,1.0654301575586431
CUST_000044,45,180000.0,412752.56,660.0,21,2,1,0.119,4,211,Contract,Owned,Business,7380.11,1,2206.64,220.664,10,6,1344.48,168.06,8,862.1600000000001,431.08000000000004,2.0,1.559432123967709
CUST_000045,34,180000.0,424642.63,746.0,14,3,0,0.384,0,93,Salaried,Owned,Medical,7475.48,0,2633.11,263.31100000000004,10,5,1358.58,169.8225,8,1274.53,637.265,2.0,1.0659458780883933
CUST_000046,29,180000.0,59806.24,583.0,27,0,0,0.396,1,23,Salaried,Rented,Medical,5680.54,1,2530.43,253.04299999999998,10,6,2458.09,273.12111111111113,9,72.34,72.34,1.0,33.97967929223113
CUST_000047,46,180000.0,141305.84,679.0,16,1,0,0.704,4,72,Self_Employed,Rented,Home,3780.78,1,1417.37,141.737,10,6,808.47,134.745,6,608.9,152.225,4.0,1.3277549679750371
CUST_000048,22,180000.0,283984.68,711.0,26,1,0,0.273,0,66,Salaried,Owned,Business,7295.91,1,6721.53,672.153,10,7,5421.59,774.5128571428571,7,1299.9399999999998,433.3133333333333,3.0,4.170646337523271
CUST_000049,40,180000.0,131252.6,675.0,11,0,1,0.122,3,63,Contract,Rented,Education,5875.33,1,2271.11,227.11100000000002,10,6,1508.5900000000001,251.4316666666667,6,762.52,190.63,4.0,1.9784267953627448
CUST_000050,48,180000.0,113132.89,742.0,15,1,0,0.65,4,76,Contract,Owned,Medical,9115.54,1,2127.68,212.76799999999997,10,5,868.55,173.70999999999998,5,1259.1299999999999,251.82599999999996,5.0,0.6898016884674338
CUST_000051,27,180000.0,108808.93,592.0,24,0,0,0.26,2,23,Salaried,Rented,Vehicle,4602.31,0,3842.1200000000003,384.21200000000005,10,7,3175.1800000000003,529.1966666666667,6,666.94,166.735,4.0,4.760818064593517
CUST_000052,64,180000.0,196343.88,621.0,10,0,0,0.425,2,81,Self_Employed,Rented,Medical,8703.48,1,2812.2400000000002,281.22400000000005,10,7,2329.87,291.23375,8,482.37,241.185,2.0,4.8300474739308
CUST_000053,28,180000.0,781707.68,677.0,18,3,2,0.514,2,223,Business,Rented,Education,8107.51,0,1877.48,187.748,10,6,1633.73,181.52555555555557,9,243.75,243.75,1.0,6.702482051282051
CUST_000054,55,180000.0,267464.1,724.0,28,1,0,0.604,4,122,Salaried,Rented,Vehicle,8448.5,1,1798.64,179.864,10,7,1102.25,157.46428571428572,7,696.39,232.13,3.0,1.5828056117979867
CUST_000055,34,180000.0,83689.22,736.0,12,2,0,0.618,1,189,Salaried,Rented,Home,3911.74,1,2227.45,222.74499999999998,10,6,2139.85,237.7611111111111,9,87.6,87.6,1.0,24.427511415525114
CUST_000056,37,180000.0,111599.31,712.0,2,1,0,0.181,3,48,Business,Owned,Education,6178.24,1,1806.26,180.626,10,7,1533.08,170.3422222222222,9,273.18,273.18,1.0,5.611977450765063
CUST_000057,56,180000.0,138600.02,636.0,24,5,0,0.318,4,54,Salaried,Rented,Business,9806.57,0,3401.68,340.168,10,6,2915.44,323.9377777777778,9,486.24,486.24,1.0,5.995886804870023
CUST_000058,60,180000.0,97197.46,658.0,3,1,0,0.43,0,117,Contract,Rented,Medical,5777.36,1,3237.69,323.769,10,5,2121.86,265.2325,8,1115.83,557.915,2.0,1.9015979136606833
CUST_000059,24,180000.0,86906.62,777.0,30,1,0,0.187,4,68,Self_Employed,Owned,Business,9307.38,1,2423.75,242.375,10,6,1858.78,232.3475,8,564.97,282.485,2.0,3.290050799157477
CUST_000060,22,180000.0,255239.58,841.0,23,1,0,0.354,4,135,Self_Employed,Rented,Home,11201.66,1,2150.66,215.06599999999997,10,8,1518.31,189.78875,8,632.35,316.175,2.0,2.401059539811813
CUST_000061,26,180000.0,120359.58,743.0,14,3,0,0.386,3,221,Self_Employed,Rented,Medical,10094.71,1,2379.6,237.95999999999998,10,6,2379.6,237.95999999999998,10,0.0,0.0,0.0,0.0
CUST_000062,62,180000.0,203432.37,724.0,13,2,1,0.416,1,13,Business,Mortgage,Business,5621.53,1,2102.25,210.225,10,6,1215.42,151.9275,8,886.83,443.415,2.0,1.370521971516525
CUST_000063,24,180000.0,474234.51,619.0,27,1,1,0.421,1,23,Business,Rented,Home,6097.58,1,4083.87,408.387,10,7,1285.29,183.61285714285714,7,2798.58,932.86,3.0,0.45926505584975236
CUST_000064,49,180000.0,118824.03,714.0,10,1,0,0.326,1,153,Contract,Owned,Medical,9050.03,1,2654.05,265.40500000000003,10,5,1948.45,278.35,7,705.5999999999999,235.19999999999996,3.0,2.7614087301587307
CUST_000065,38,180000.0,191908.81,582.0,30,3,0,0.352,1,190,Salaried,Mortgage,Personal,9157.59,1,3399.6800000000003,339.968,10,8,2447.58,349.6542857142857,7,952.1,317.3666666666667,3.0,2.570717361621678
CUST_000066,46,180000.0,88064.64,792.0,27,1,0,0.069,3,153,Contract,Owned,Education,11019.58,1,2884.16,288.416,10,7,1381.6799999999998,230.27999999999997,6,1502.48,375.62,4.0,0.9195995953357115
CUST_000067,64,180000.0,208836.33,739.0,12,0,0,0.381,0,110,Business,Mortgage,Personal,7688.17,1,1760.65,176.065,10,7,1051.93,210.38600000000002,5,708.72,141.744,5.0,1.4842674116717463
CUST_000068,54,180000.0,355054.52,696.0,19,1,0,0.194,4,12,Salaried,Rented,Business,8776.71,1,1476.5,147.65,10,6,1031.97,171.995,6,444.53,111.1325,4.0,2.3214856140193016
CUST_000069,30,180000.0,344231.02,619.0,17,3,0,0.207,2,148,Salaried,Mortgage,Vehicle,6787.36,1,2150.57,215.05700000000002,10,6,1479.4,211.34285714285716,7,671.17,223.72333333333333,3.0,2.2042105576828526
CUST_000070,56,180000.0,166938.97,713.0,12,0,0,0.146,1,44,Salaried,Owned,Personal,10612.44,0,1807.29,180.72899999999998,10,8,1807.29,180.72899999999998,10,0.0,0.0,0.0,0.0
CUST_000071,34,180000.0,119207.55,595.0,20,0,0,0.215,3,63,Self_Employed,Rented,Personal,4451.06,1,2054.31,205.43099999999998,10,6,1204.51,172.07285714285715,7,849.8,283.26666666666665,3.0,1.4174040950811957
CUST_000072,51,180000.0,187602.82,678.0,26,2,0,0.186,4,151,Self_Employed,Rented,Home,5265.7,0,1260.34,126.03399999999999,10,5,985.2900000000001,123.16125000000001,8,275.05,137.525,2.0,3.5822214142883113
CUST_000073,35,180000.0,167823.3,729.0,18,3,0,0.471,1,222,Self_Employed,Rented,Business,9563.22,1,2034.58,203.458,10,5,1936.95,242.11875,8,97.63,48.815,2.0,19.83970091160504
CUST_000074,28,180000.0,214632.6,650.0,3,2,0,0.164,1,169,Salaried,Rented,Medical,10200.29,0,1369.53,136.953,10,6,1184.35,148.04375,8,185.18,92.59,2.0,6.395669078734204
CUST_000075,34,180000.0,111225.18,697.0,11,4,0,0.432,4,111,Self_Employed,Owned,Home,7342.01,1,3337.71,333.771,10,5,1451.43,241.905,6,1886.2800000000002,471.57000000000005,4.0,0.7694668872065653
CUST_000076,43,180000.0,128014.58,850.0,2,2,0,0.024,3,7,Salaried,Mortgage,Personal,10522.6,0,1960.92,196.092,10,4,951.84,190.368,5,1009.0799999999999,201.81599999999997,5.0,0.9432750624331074
CUST_000077,60,180000.0,142773.9,575.0,15,1,0,0.625,1,94,Salaried,Rented,Home,9373.74,1,2310.71,231.071,10,7,624.3199999999999,124.86399999999999,5,1686.3899999999999,337.27799999999996,5.0,0.37021092392625665
CUST_000078,41,181813.62,242772.13,646.0,0,3,0,0.256,0,202,Salaried,Mortgage,Vehicle,4438.19,1,2365.08,236.50799999999998,10,6,2234.52,319.21714285714285,7,130.56,43.52,3.0,17.11488970588235
CUST_000079,36,180000.0,262894.39,682.0,3,1,0,0.022,4,235,Self_Employed,Rented,Personal,9202.4,1,1987.54,198.754,10,6,1139.6200000000001,227.92400000000004,5,847.92,169.584,5.0,1.3440183036135487
CUST_000080,38,180000.0,125625.75,663.0,8,1,0,0.246,4,188,Business,Rented,Education,10376.97,1,1810.21,181.02100000000002,10,6,1205.18,200.86333333333334,6,605.03,151.2575,4.0,1.991934284250368
CUST_000081,44,180000.0,81585.72,732.0,22,1,0,0.303,3,121,Salaried,Owned,Education,8160.41,1,4536.08,453.608,10,7,3898.41,556.9157142857142,7,637.6700000000001,212.5566666666667,3.0,6.113522668464879
CUST_000082,46,180000.0,202315.65,738.0,12,3,1,0.273,3,72,Salaried,Owned,Business,7718.78,1,2555.56,255.55599999999998,10,6,2290.79,327.2557142857143,7,264.77,88.25666666666666,3.0,8.651999848925483
CUST_000083,45,180000.0,252495.56,703.0,21,3,0,0.175,1,225,Salaried,Rented,Personal,9588.79,0,2423.24,242.32399999999998,10,6,1579.42,225.6314285714286,7,843.8199999999999,281.2733333333333,3.0,1.8717498992676165
CUST_000084,61,180000.0,150167.92,710.0,29,1,1,0.174,4,142,Self_Employed,Owned,Personal,4858.54,0,2768.6800000000003,276.86800000000005,10,7,1409.6200000000001,176.20250000000001,8,1359.06,679.53,2.0,1.0372021838623755
CUST_000085,49,180000.0,106067.88,574.0,9,0,1,0.502,4,193,Self_Employed,Rented,Medical,7272.33,1,2063.94,206.394,10,5,1436.48,239.41333333333333,6,627.46,156.865,4.0,2.289357090491824
CUST_000086,35,180000.0,122176.03,733.0,8,2,1,0.258,4,135,Salaried,Owned,Medical,6732.21,1,3502.28,350.228,10,6,2745.99,392.28428571428566,7,756.29,252.09666666666666,3.0,3.630869111055283
CUST_000087,21,180000.0,435218.57,714.0,19,2,1,0.215,4,91,Self_Employed,Rented,Personal,8527.4,1,4152.01,415.201,10,6,2971.16,424.45142857142855,7,1180.85,393.6166666666666,3.0,2.516119744252022
CUST_000088,45,180000.0,185913.76,651.0,5,1,0,0.285,3,200,Contract,Rented,Vehicle,7434.87,1,2219.8,221.98000000000002,10,7,652.7,81.5875,8,1567.1,783.55,2.0,0.4165018186459065
CUST_000089,27,180000.0,298950.95,813.0,30,0,1,0.238,3,36,Self_Employed,Owned,Personal,3997.25,0,3213.99,321.399,10,5,2287.52,381.25333333333333,6,926.4699999999999,231.61749999999998,4.0,2.46907077401319
CUST_000090,29,180000.0,100523.26,695.0,18,4,0,0.211,3,113,Self_Employed,Mortgage,Medical,4981.36,1,2503.41,250.34099999999998,10,5,2227.01,318.14428571428573,7,276.4,92.13333333333333,3.0,8.0571997105644
CUST_000091,44,180000.0,336430.65,716.0,2,1,0,0.71,4,94,Salaried,Rented,Medical,10754.19,1,1538.17,153.817,10,7,1349.73,168.71625,8,188.44,94.22,2.0,7.1626512417745705
CUST_000092,21,180000.0,278399.31,697.0,9,0,2,0.415,4,167,Contract,Owned,Personal,8563.26,1,2772.46,277.246,10,7,2772.46,277.246,10,0.0,0.0,0.0,0.0
CUST_000093,64,180000.0,153054.76,584.0,9,2,0,0.245,4,136,Salaried,Mortgage,Personal,5485.02,1,1782.71,178.27100000000002,10,5,1646.4299999999998,205.80374999999998,8,136.28,68.14,2.0,12.081229820956851
CUST_000094,28,180000.0,234535.9,629.0,23,2,1,0.034,0,238,Salaried,Mortgage,Personal,3762.4,1,1628.29,162.829,10,5,1033.8,172.29999999999998,6,594.49,148.6225,4.0,1.7389695369139935
CUST_000095,44,180000.0,353755.26,681.0,20,0,0,0.174,3,32,Business,Mortgage,Business,7704.8,0,3282.2799999999997,328.22799999999995,10,5,3174.3599999999997,352.70666666666665,9,107.92,107.92,1.0,29.414010378057817
CUST_000096,31,180000.0,83716.15,769.0,30,3,0,0.323,3,106,Salaried,Owned,Business,8480.48,0,1582.45,158.245,10,8,1334.31,190.6157142857143,7,248.14000000000001,82.71333333333334,3.0,5.377246715563794
CUST_000097,37,180000.0,118724.36,668.0,23,2,0,0.388,2,208,Salaried,Rented,Business,4349.88,1,2233.05,223.305,10,7,1963.08,245.385,8,269.97,134.985,2.0,7.271474608289809
CUST_000098,28,180000.0,222887.04,714.0,24,3,0,0.302,2,24,Business,Rented,Education,9748.88,0,5068.78,506.878,10,7,1374.31,274.86199999999997,5,3694.4700000000003,738.894,5.0,0.3719911110389311
CUST_000099,55,180000.0,164744.15,732.0,1,0,0,0.167,3,42,Salaried,Owned,Personal,4505.33,1,3228.9500000000003,322.89500000000004,10,6,2794.29,349.28625,8,434.66,217.33,2.0,6.428679887728339
CUST_000100,55,180000.0,208308.08,644.0,12,1,0,0.338,2,58,Salaried,Rented,Medical,8216.61,0,3116.39,311.639,10,5,2705.01,386.43,7,411.38,137.12666666666667,3.0,6.5754533521318494
CUST_000101,53,180000.0,245952.31,634.0,6,1,1,0.257,0,171,Salaried,Rented,Medical,10699.77,0,1895.75,189.575,10,7,1624.1200000000001,203.01500000000001,8,271.63,135.815,2.0,5.979162831793249
CUST_000102,25,180000.0,219514.46,652.0,28,2,0,0.326,1,227,Salaried,Owned,Business,6386.81,1,1783.95,178.395,10,6,1783.95,178.395,10,0.0,0.0,0.0,0.0
CUST_000103,62,180000.0,139846.21,648.0,12,1,0,0.07,3,14,Self_Employed,Mortgage,Business,5265.53,0,2277.86,227.786,10,6,918.21,183.642,5,1359.65,271.93,5.0,0.6753282094656713
CUST_000104,59,180000.0,145747.07,624.0,29,5,0,0.399,4,106,Business,Rented,Personal,4231.6,1,1429.1,142.91,10,6,1260.26,157.5325,8,168.84,84.42,2.0,7.464226486614546
CUST_000105,61,180000.0,413826.81,760.0,13,1,0,0.142,0,31,Salaried,Owned,Business,4217.85,0,1294.1,129.41,10,7,1072.06,153.15142857142857,7,222.04000000000002,74.01333333333334,3.0,4.828229147901278
CUST_000106,48,180000.0,171394.19,741.0,27,0,1,0.218,2,88,Salaried,Rented,Vehicle,8926.23,1,2731.39,273.139,10,5,1684.63,240.6614285714286,7,1046.76,348.92,3.0,1.6093755970805153
CUST_000107,27,180000.0,367026.99,624.0,17,1,0,0.359,0,174,Salaried,Rented,Business,8774.5,1,3170.4700000000003,317.047,10,5,2853.3700000000003,317.04111111111115,9,317.1,317.1,1.0,8.998328602964365
CUST_000108,29,180000.0,382657.19,712.0,13,6,0,0.203,0,221,Salaried,Rented,Home,6127.39,1,1902.9,190.29000000000002,10,5,1191.58,170.22571428571428,7,711.3199999999999,237.10666666666665,3.0,1.6751672946072091
CUST_000109,28,180000.0,101867.75,677.0,22,2,1,0.612,3,146,Salaried,Rented,Education,10933.73,1,1515.93,151.59300000000002,10,5,1120.36,186.72666666666666,6,395.57,98.8925,4.0,2.8322673610233333
CUST_000110,32,180000.0,253040.78,692.0,26,6,1,0.467,0,75,Salaried,Owned,Medical,11169.14,1,2467.94,246.794,10,5,1837.45,367.49,5,630.49,126.098,5.0,2.9143206077812494
CUST_000111,54,180000.0,85124.73,702.0,12,3,0,0.641,0,25,Salaried,Rented,Personal,7252.41,0,2797.95,279.79499999999996,10,6,2622.83,327.85375,8,175.12,87.56,2.0,14.977329830973046
CUST_000112,53,180000.0,429466.93,596.0,18,0,0,0.035,2,117,Salaried,Mortgage,Business,7854.13,1,3498.5699999999997,349.85699999999997,10,5,2833.1899999999996,354.14874999999995,8,665.38,332.69,2.0,4.258002945685172
CUST_000113,43,180000.0,182250.12,561.0,7,2,0,0.072,0,230,Salaried,Rented,Home,3939.52,1,3813.8,381.38,10,6,3423.71,427.96375,8,390.09,195.045,2.0,8.776718193237459
CUST_000114,44,180000.0,177018.61,701.0,3,0,0,0.297,1,97,Contract,Owned,Business,7252.39,1,1355.46,135.546,10,4,715.1700000000001,119.19500000000001,6,640.29,160.0725,4.0,1.116947008386825
CUST_000115,57,180000.0,96850.65,673.0,8,0,1,0.295,1,51,Salaried,Rented,Vehicle,4572.19,1,2411.06,241.106,10,4,901.74,128.82,7,1509.3200000000002,503.10666666666674,3.0,0.5974478573132271
CUST_000116,55,180000.0,113088.45,684.0,11,2,0,0.383,0,95,Salaried,Rented,Home,5376.07,1,1600.42,160.042,10,6,785.6800000000001,130.9466666666667,6,814.74,203.685,4.0,0.9643321795910352
CUST_000117,64,180000.0,186411.88,655.0,19,3,0,0.195,2,100,Salaried,Rented,Business,7942.7,1,1302.88,130.288,10,7,1125.16,125.01777777777778,9,177.72,177.72,1.0,6.3310826018456
CUST_000118,60,180000.0,171887.46,699.0,1,3,0,0.409,2,236,Salaried,Rented,Personal,10497.61,1,2142.76,214.276,10,6,1862.55,206.95,9,280.21,280.21,1.0,6.646979051425717
CUST_000119,42,180000.0,129175.85,583.0,28,3,0,0.268,3,153,Contract,Mortgage,Medical,4656.56,1,2208.71,220.871,10,5,1772.1,253.15714285714284,7,436.61,145.53666666666666,3.0,4.058770985547742
CUST_000120,47,180000.0,275682.03,702.0,3,1,1,0.505,1,61,Salaried,Mortgage,Business,11010.62,0,2764.2400000000002,276.42400000000004,10,7,2223.92,247.10222222222222,9,540.32,540.32,1.0,4.115931299970388
CUST_000121,55,180000.0,162514.63,521.0,20,1,0,0.015,4,149,Contract,Owned,Home,5668.33,0,1921.18,192.118,10,7,1387.8600000000001,231.31000000000003,6,533.3199999999999,133.32999999999998,4.0,2.60230255756394
CUST_000122,21,180000.0,88752.05,648.0,23,2,0,0.486,4,99,Salaried,Owned,Home,3856.04,1,1815.71,181.571,10,7,1493.0500000000002,186.63125000000002,8,322.66,161.33,2.0,4.627316680096697
CUST_000123,55,180000.0,250754.28,666.0,18,1,0,0.554,1,162,Business,Mortgage,Vehicle,8805.8,1,1371.46,137.14600000000002,10,6,680.69,170.1725,4,690.77,115.12833333333333,6.0,0.985407588632975
CUST_000124,57,180000.0,81180.82,571.0,8,2,1,0.455,1,108,Salaried,Mortgage,Business,10984.14,1,1140.38,114.03800000000001,10,6,812.28,116.03999999999999,7,328.1,109.36666666666667,3.0,2.475708625419079
CUST_000125,34,180000.0,51325.23,788.0,30,2,0,0.212,2,90,Business,Rented,Medical,11142.67,0,2931.9,293.19,10,6,2497.57,312.19625,8,434.33000000000004,217.16500000000002,2.0,5.750397163447149
